City,State short,State full,County
"Pinneberg","SH","Schleswig-Holstein","Pinneberg"
"Quickborn","SH","Schleswig-Holstein","Pinneberg"
"Rellingen","SH","Schleswig-Holstein","Pinneberg"
"Schenefeld","SH","Schleswig-Holstein","Pinneberg"
"Tornesch","SH","Schleswig-Holstein","Pinneberg"
"Uetersen","SH","Schleswig-Holstein","Pinneberg"
"Wedel","SH","Schleswig-Holstein","Pinneberg"
"Klein Nordende","SH","Schleswig-Holstein","Pinneberg"
"Klein Offenseth-Sparrieshoop","SH","Schleswig-Holstein","Pinneberg"
"Kölln-Reisiek","SH","Schleswig-Holstein","Pinneberg"
"Seester","SH","Schleswig-Holstein","Pinneberg"
"Raa-Besenbek","SH","Schleswig-Holstein","Pinneberg"
"Seestermühe","SH","Schleswig-Holstein","Pinneberg"
"Seeth-Ekholt","SH","Schleswig-Holstein","Pinneberg"
"Bokel","SH","Schleswig-Holstein","Pinneberg"
"Brande-Hörnerkirchen","SH","Schleswig-Holstein","Pinneberg"
"Osterhorn","SH","Schleswig-Holstein","Pinneberg"
"Westerhorn","SH","Schleswig-Holstein","Pinneberg"
"Bevern","SH","Schleswig-Holstein","Pinneberg"
"Bilsen","SH","Schleswig-Holstein","Pinneberg"
"Bokholt-Hanredder","SH","Schleswig-Holstein","Pinneberg"
"Bullenkuhlen","SH","Schleswig-Holstein","Pinneberg"
"Ellerhoop","SH","Schleswig-Holstein","Pinneberg"
"Groß Offenseth-Aspern","SH","Schleswig-Holstein","Pinneberg"
"Heede","SH","Schleswig-Holstein","Pinneberg"
"Hemdingen","SH","Schleswig-Holstein","Pinneberg"
"Langeln","SH","Schleswig-Holstein","Pinneberg"
"Lutzhorn","SH","Schleswig-Holstein","Pinneberg"
"Borstel-Hohenraden","SH","Schleswig-Holstein","Pinneberg"
"Ellerbek","SH","Schleswig-Holstein","Pinneberg"
"Kummerfeld","SH","Schleswig-Holstein","Pinneberg"
"Prisdorf","SH","Schleswig-Holstein","Pinneberg"
"Tangstedt","SH","Schleswig-Holstein","Pinneberg"
"Appen","SH","Schleswig-Holstein","Pinneberg"
"Groß Nordende","SH","Schleswig-Holstein","Pinneberg"
"Haselau","SH","Schleswig-Holstein","Pinneberg"
"Haseldorf","SH","Schleswig-Holstein","Pinneberg"
"Heidgraben","SH","Schleswig-Holstein","Pinneberg"
"Heist","SH","Schleswig-Holstein","Pinneberg"
"Hetlingen","SH","Schleswig-Holstein","Pinneberg"
"Holm","SH","Schleswig-Holstein","Pinneberg"
"Moorrege","SH","Schleswig-Holstein","Pinneberg"
"Neuendeich","SH","Schleswig-Holstein","Pinneberg"
"Ascheberg","SH","Schleswig-Holstein","Plön"
"Bönebüttel","SH","Schleswig-Holstein","Plön"
"Bösdorf","SH","Schleswig-Holstein","Plön"
"Plön","SH","Schleswig-Holstein","Plön"
"Preetz","SH","Schleswig-Holstein","Plön"
"Schwentinental","SH","Schleswig-Holstein","Plön"
"Behrensdorf","SH","Schleswig-Holstein","Plön"
"Blekendorf","SH","Schleswig-Holstein","Plön"
"Dannau","SH","Schleswig-Holstein","Plön"
"Giekau","SH","Schleswig-Holstein","Plön"
"Helmstorf","SH","Schleswig-Holstein","Plön"
"Högsdorf","SH","Schleswig-Holstein","Plön"
"Hohenfelde","SH","Schleswig-Holstein","Plön"
"Hohwacht","SH","Schleswig-Holstein","Plön"
"Kirchnüchel","SH","Schleswig-Holstein","Plön"
"Klamp","SH","Schleswig-Holstein","Plön"
"Kletkamp","SH","Schleswig-Holstein","Plön"
"Lütjenburg","SH","Schleswig-Holstein","Plön"
"Panker","SH","Schleswig-Holstein","Plön"
"Schwartbuck","SH","Schleswig-Holstein","Plön"
"Tröndel","SH","Schleswig-Holstein","Plön"
"Dersau","SH","Schleswig-Holstein","Plön"
"Dörnick","SH","Schleswig-Holstein","Plön"
"Grebin","SH","Schleswig-Holstein","Plön"
"Kalübbe","SH","Schleswig-Holstein","Plön"
"Lebrade","SH","Schleswig-Holstein","Plön"
"Nehmten","SH","Schleswig-Holstein","Plön"
"Rantzau","SH","Schleswig-Holstein","Plön"
"Rathjensdorf","SH","Schleswig-Holstein","Plön"
"Wittmoldt","SH","Schleswig-Holstein","Plön"
"Barmissen","SH","Schleswig-Holstein","Plön"
"Boksee","SH","Schleswig-Holstein","Plön"
"Bothkamp","SH","Schleswig-Holstein","Plön"
"Großbarkau","SH","Schleswig-Holstein","Plön"
"Honigsee","SH","Schleswig-Holstein","Plön"
"Kirchbarkau","SH","Schleswig-Holstein","Plön"
"Klein Barkau","SH","Schleswig-Holstein","Plön"
"Kühren","SH","Schleswig-Holstein","Plön"
"Lehmkuhlen","SH","Schleswig-Holstein","Plön"
"Löptin","SH","Schleswig-Holstein","Plön"
"Nettelsee","SH","Schleswig-Holstein","Plön"
"Pohnsdorf","SH","Schleswig-Holstein","Plön"
"Postfeld","SH","Schleswig-Holstein","Plön"
"Rastorf","SH","Schleswig-Holstein","Plön"
"Schellhorn","SH","Schleswig-Holstein","Plön"
"Wahlstorf","SH","Schleswig-Holstein","Plön"
"Warnau","SH","Schleswig-Holstein","Plön"
"Barsbek","SH","Schleswig-Holstein","Plön"
"Bendfeld","SH","Schleswig-Holstein","Plön"
"Brodersdorf","SH","Schleswig-Holstein","Plön"
"Fahren","SH","Schleswig-Holstein","Plön"
"Fiefbergen","SH","Schleswig-Holstein","Plön"
"Höhndorf","SH","Schleswig-Holstein","Plön"
"Köhn","SH","Schleswig-Holstein","Plön"
"Krokau","SH","Schleswig-Holstein","Plön"
"Krummbek","SH","Schleswig-Holstein","Plön"
"Laboe","SH","Schleswig-Holstein","Plön"
"Lutterbek","SH","Schleswig-Holstein","Plön"
"Passade","SH","Schleswig-Holstein","Plön"
"Prasdorf","SH","Schleswig-Holstein","Plön"
"Probsteierhagen","SH","Schleswig-Holstein","Plön"
"Schönberg","SH","Schleswig-Holstein","Plön"
"Stakendorf","SH","Schleswig-Holstein","Plön"
"Stein","SH","Schleswig-Holstein","Plön"
"Stoltenberg","SH","Schleswig-Holstein","Plön"
"Wendtorf","SH","Schleswig-Holstein","Plön"
"Wisch","SH","Schleswig-Holstein","Plön"
"Dobersdorf","SH","Schleswig-Holstein","Plön"
"Lammershagen","SH","Schleswig-Holstein","Plön"
"Martensrade","SH","Schleswig-Holstein","Plön"
"Mucheln","SH","Schleswig-Holstein","Plön"
"Schlesen","SH","Schleswig-Holstein","Plön"
"Selent","SH","Schleswig-Holstein","Plön"
"Fargau-Pratjau","SH","Schleswig-Holstein","Plön"
"Heikendorf","SH","Schleswig-Holstein","Plön"
"Mönkeberg","SH","Schleswig-Holstein","Plön"
"Schönkirchen","SH","Schleswig-Holstein","Plön"
"Belau","SH","Schleswig-Holstein","Plön"
"Großharrie","SH","Schleswig-Holstein","Plön"
"Rendswühren","SH","Schleswig-Holstein","Plön"
"Ruhwinkel","SH","Schleswig-Holstein","Plön"
"Schillsdorf","SH","Schleswig-Holstein","Plön"
"Stolpe","SH","Schleswig-Holstein","Plön"
"Tasdorf","SH","Schleswig-Holstein","Plön"
"Wankendorf","SH","Schleswig-Holstein","Plön"
"Altenholz","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Büdelsdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Eckernförde","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Kronshagen","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Rendsburg","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Wasbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Achterwehr","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bredenbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Felde","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Krummwisch","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Melsdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Ottendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Quarnbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Westensee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Dänischenhagen","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Noer","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schwedeneck","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Strande","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Felm","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Gettorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Lindau","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Neudorf-Bornstein","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Neuwittenbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Osdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schinkel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Tüttendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Alt Duvenstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Fockbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Nübbel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Rickert","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bargstall","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Breiholz","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Christiansholm","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Elsdorf-Westermühlen","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Friedrichsgraben","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Friedrichsholm","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hamdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hohn","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Königshügel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Lohe-Föhrden","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Prinzenmoor","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Sophienhamm","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Brinjahe","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Embühren","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Haale","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hamweddel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hörsten","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Jevenstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Luhnstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schülp b. Rendsburg","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Stafstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Westerrönfeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bargstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bokel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Borgdorf-Seedorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Brammer","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Dätgen","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Eisendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Ellerdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Emkendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Gnutz","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Groß Vollstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Krogaspe","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Langwedel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Nortorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Oldenhütten","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schülp b. Nortorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Timmaspe","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Warder","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bovenau","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Haßmoor","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Ostenfeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Osterrönfeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Rade b. Rendsburg","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schacht-Audorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schülldorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bissee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bordesholm","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Brügge","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Grevenkrug","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Groß Buchwald","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hoffeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Loop","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Mühbrook","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Negenharrie","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Reesdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schmalstede","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schönbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Sören","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Wattenbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Ascheffel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Borgstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Brekendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bünsdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Damendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Groß Wittensee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Haby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Holtsee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Holzbunge","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hütten","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Klein Wittensee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Neu Duvenstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Osterby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Owschlag","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Sehestedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Ahlefeld-Bistensee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Altenhof","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Barkelsby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Brodersby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Damp","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Dörphof","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Fleckeby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Gammelby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Güby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Holzdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hummelfeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Karby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Kosel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Loose","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Goosefeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Rieseby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Thumby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Waabs","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Windeby","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Winnemark","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Arpsdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Aukrug","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Beldorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Beringstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Bornholt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Ehndorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Gokels","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Grauel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hanerau-Hademarschen","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Heinkenborstel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Hohenwestedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Jahrsdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Lütjenwestedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Meezen","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Mörel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Nienborstel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Nindorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Oldenbüttel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Osterstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Padenstedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Rade b. Hohenwestedt","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Remmels","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Seefeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Steenfeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Tackesdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Tappendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Thaden","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Todenbüttel","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Wapelfeld","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Blumenthal","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Böhnhusen","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Flintbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Mielkendorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Molfsee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Rodenbek","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Rumohr","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schierensee","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Schönhorst","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Techelsdorf","SH","Schleswig-Holstein","Rendsburg-Eckernförde"
"Kappeln","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Schleswig","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Glücksburg","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Harrislee","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Handewitt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Eggebek","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Janneby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Jerrishoe","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Jörl","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Langstedt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Sollerup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Süderhackstedt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Wanderup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Borgwedel","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Busdorf","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Dannewerk","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Fahrdorf","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Geltorf","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Jagel","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Lottorf","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Selk","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Ausacker","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Großsolt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Hürup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Husby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Freienwill","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Arnis","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Grödersby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Oersberg","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Rabenkirchen-Faulück","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Dollerup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Grundhof","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Langballig","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Munkbrarup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Ringsberg","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Wees","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Westerholz","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Sieverstedt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Tarp","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Oeversee","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Schnarup-Thumby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Sörup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Mittelangeln","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Böxlund","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Großenwiehe","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Hörup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Holt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Jardelund","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Medelby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Meyn","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Nordhackstedt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Osterby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Schafflund","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Wallsbüll","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Weesby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Lindewitt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Böel","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Loit","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Mohrkirch","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Norderbrarup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Nottfeld","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Rügge","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Saustrup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Scheggerott","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Steinfeld","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Süderbrarup","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Ulsnis","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Wagersrott","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Boren","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Böklund","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Havetoft","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Idstedt","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Klappholz","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Neuberend","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Schaalby","SH","Schleswig-Holstein","Schleswig-Flensburg"
"Stolk","SH","Schleswig-Holstein","Schleswig-Flensburg"
